name,business_type,state_registered,street_registered,city_registered,zip5_registered,state_physical,street_physical,city_physical,zip5_physical,filing_number,public,registered_zip_state_validation,physical_zip_state_validation
"""BELLE ARTI"" CENTER FOR THE ARTS, LLC.",LLC,NY,108-10 72ND ST,FOREST HILLS,11375,,,,,3263202,N,valid,missing
"""BELOVED"" ELEGANT FASHION BOUTIQUE INC.",CORPORATION,OH,,,,OH,,ELYRIA,,2079082,N,missing,missing
"""BEMIX"", LLC",LLC,FL,2508 CAMRYNS XING,PANAMA CITY,32405,FL,2508 CAMRYN'S XING,PANAMA CITY,32405,L21000035531,N,valid,valid
"""BENDER'S BODY SHOP AND SERVICE STATION""",CORPORATION,PA,,,,,,,,2108305,,missing,missing
"""BERK'S PRO-MED""",CORPORATION,PA,,,,,,,,2108609,,missing,missing
"""BERMUDEZ'S DELIVERY LLC""",LLC,FL,1110 BOROWOOD DR,NASHVILLE,37217,FL,13132SW 191ST TER,MIAMI,33177,L20000284971,N,invalid,valid
"""BERT'S KIDS, INC."" THE JAMES & ALBERTA TEAGUE WILLIAMS FAMILY FOUNDATION",CORPORATION,CT,,,,CT,329 BELLEVUE RD,NEW HAVEN,06511,757506,N,missing,valid
"""BEST FRIENDS FUREVER INC.""",NONPROFIT,PA,,,,,568 WELLINGTON RD,HARRISBURG,,3956543,,missing,missing
"""BEST"" BEFORE AND AFTER LLC",CORPORATION,OH,,,,,,FAIRFIELD,,2416032,N,missing,missing
"""BETANIA"" - ROMANIAN APOSTOLIC CHURCH (& MISSION)",NONPROFIT,OR,,,,OR,28277 SE HWY 224,EAGLE CREEK,97022,72622096,N,missing,valid
"""BETHEL TEMPLE, INC.""",NONPROFIT,OH,,,,OH,,PARMA,,198609,N,missing,missing
"""BETTER CALL SAULS!"" LAWN CARE LLC",LLC,FL,7923 OAKVIEW DR,PANAMA CITY,32404,FL,7923 OAKVIEW DR,PANAMA CITY,32404,L16000159991,N,valid,valid
"""BETTER IT NOW"", INC.",CORPORATION,NY,128 FRNT ST,MINEOLA,11501,,,,,5733117,N,valid,missing
"""BETTER THAN BOTH"", LLC",LLC,IN,"531 HAWTHORN RD, #2",NEW CASTLE,47362,IN,531 HAWTHORN RD,NEW CASTLE,47362,202007241408853,N,valid,valid
"""BETTER THAN THAT""",DBA,OH,,,,,,COLUMBUS,,4232276,N,missing,missing
"""BEV ENTERPRISES, LTD.""",CORPORATION,OH,,,,,,TOLEDO,,953071,N,missing,missing
"""BEV VEILS LLC""",LLC,MO,2145 GRN SLOPE DR P O BOX 440142,SAINT LOUIS,63136,,,,,LC001551377,,valid,missing
"""BEWARE"" AGAINST DRUGS, INC.",CORPORATION,WV,416,HALLTOWN,25423,WV,416,HALLTOWN,25423,144784,N,valid,valid
"""BEY""CATION CORPORATE HOUSING LLC",LLC,GA,"2470 CAMELLIA LN NE, APT 2304",ATLANTA,30324,GA,"1110 HAMMOND DR NE, APT 780",ATLANTA,30328,19045745,N,valid,valid
"""BF CONDOMINIUMS, LLC""",LLC,MO,"138 N, MERAMEC",CLAYTON,63105,,,,,LC0071192,,valid,missing
"""BIG DADDYS"" LLC",LLC,CT,,,,CT,611 WASHINGTON AVE,NEW HAVEN,06519,944511,N,missing,valid
"""BIG E'S"" SOUL FOOD, LLC",CORPORATION,OH,,,,,,YELLOW SPRINGS,,2260409,N,missing,missing
"""BIG HEAD TRUCKING LLC""",LLC,FL,10860 NW 18TH CT,PLANTATION,33322,FL,660 SW 29TH TER,FORT LAUDERDALE,33312,L15000060473,N,valid,valid
"""BIG JOE"" TREE, LANDSCAPING & CLEANING SERVICE LLC",LLC,VA,,,,VA,12216 SALT CEDAR LN,CULPEPER,22701,S3482199,N,missing,valid
"""BIG KIDZ"" FOUNDATION, INC.",NONPROFIT,GA,"C/O SBM 100 GALLERIA PKWY SE, STE 1000",ATLANTA,30339,GA,"C/O SBM 100 GALLERIA PKWY SE, STE 1000",ATLANTA,30339,0584466,N,valid,valid
"""BIG O ""TRANSPORTATION,LLC",LLC,GA,476 BREAKWATER TER,STONE MOUNTAIN,30087,GA,476 BREAKWATER TER,STONE MOUNTAIN,30087,14104323,N,valid,valid
"""BIG WORLD"" FLIGHT FOR EDUCATION",CORPORATION,WA,37303 208TH AVE SE,AUBURN,98092,WA,37303 208TH AVE SE,AUBURN,98092,601282585,N,valid,valid
"""BIGWIL"" ""LLC""",LLC,FL,1317 EDGEWATER DR,ORLANDO,32804,FL,1317 EDGEWATER DR,ORLANDO,32804,L18000098404,N,valid,valid
"""BILL'S CLEANING SERVICE, INC.""",CORPORATION,OH,,,,OH,,LIMA,,984700,N,missing,missing
"""BILLIONAIRE ENTERTAINMENT & $ INVESTMENT CORP""",CORPORATION,OH,,,,OH,,CLEVELAND,,3990471,N,missing,missing
"""BILLY'S"" COOKIN LIKE IT AINT NOTHIN LLC",CORPORATION,OH,,,,,,CLEVELAND,,4592196,N,missing,missing
"""BIOPHARMA C&I"" INC.",CORPORATION,NY,1140 AVE OF THE AMERICAS 9TH FL,NEW YORK,10036,,,,,5263097,N,valid,missing
"""BITES & BREWS""",SOLE PROPRIETORSHIP,WV,,,,,,,,,,missing,missing
"""BLACK FASHION WORLD FOUNDATION, INC.""",NONPROFIT,NY,C/O CARLA NELSON 700 WEST 192ND ST #415,NEW YORK,10040,,,,,5675005,N,valid,missing
"""BLACK KAT""",PARTNERSHIP,PA,,,,PA,227 E LANCASTER AVE,ARDMORE,,750887,,missing,missing
"""BLACK KINGS HEALING LLC """,CORPORATION,OH,,,,,,BARBERTON,,4599913,N,missing,missing
"""BLACK KNIGHTS"" INC.",NONPROFIT,FL,119 VICTORIAN LN,JUPITER,33458,PA,12 FARBER DR,CHALFONT,18914,N25250,N,valid,valid
"""BLACK TIE"" BUSINESS SERVICES LLC",LLC,PA,,,,,887 MAIN ST,DARBY,,3987270,,missing,missing
"""BLAKC LLC",LLC,PA,,,,,8010 WOOLSTON AVE,PHILADELPHIA,,7315122,,missing,missing
"""BLAQ IZ BU'TY HAIR STORE LLC",CORPORATION,OH,,,,,,TOLEDO,,4420068,N,missing,missing
"""BLESSED AND HIGHLY FAVORED OUTREACH CENTER,"" CORP.",NONPROFIT,FL,4658 SW 125TH LN,MIRAMAR,33027,FL,4658 SW 125TH LN,MIRAMAR,33027,N16000004601,N,valid,valid
"""BLESSED BOOKS CREATIONS LLC.""",LLC,FL,4321 SILVER FLS DR,LAND O LAKES,34639,FL,4321 SILVER FLS DR,LAND O LAKES,34639,L20000087986,N,valid,valid
"""BLOW ME DRY HAIR SALON BY DOMINICANS"" INC",CORPORATION,FL,3421 SW 12 CT,FORT LAUDERDALE,33312,FL,2724 DAVIE BLVD,FORT LAUDERDALE,33312,P14000047170,N,valid,valid
"""BLUE BACK & 4TH"", LLC.",LLC,CT,,,,CT,42 MTN FARMS RD,WEST HARTFORD,06117,921965,N,missing,valid
"""BLUE POLO INTERACTIVE"" CORP.",CORPORATION,NY,294 ECKFORD ST,BROOKLYN,11227,,,,,3984140,N,valid,missing
"""BLUE RIDGE"" STABLES, INC.",CORPORATION,VA,,,,VA,11483 CEDAR LN,ASHLAND,23005,06070759,N,missing,valid
"""BLUEWAY"" PROMO, LLC",LLC,FL,4747 1ST AVE,AUBURNDALE,33823,FL,2103 2ND ST NW,WINTER HAVEN,33881,L20000377239,N,valid,valid
"""BLY"" INC",CORPORATION,NY,431 HICKS ST #3L,BROOKLYN,11201,NY,431 HICKS ST #3L,BROOKLYN,11201,2635957,N,valid,valid
"""BOATERCHICKS.COM LLC""",LLC,FL,2129 W TOBAGO CIR,FORT MYERS,33905,FL,2129 W TOBAGO CIR,FORT MYERS,33905,L15000169601,N,valid,valid
"""BOB'S KIDS"" FOUNDATION",NONPROFIT,NY,3 ARDENDALE RD,EAST NORTHPORT,11731,,,,,3030027,N,valid,missing
"""BODK"" BANDZ ON DECK KENNELS LLC",CORPORATION,OH,,,,,,COLUMBUS,,4626889,N,missing,missing
"""BODY U"" LLC",LLC,IN,1900 HART ST,DYER,46311,IN,1900 HART ST,DYER,46311,202012091443201,N,valid,valid
"""BOLT STORES LLC""",CORPORATION,OH,,,,,,CLEVELAND,,4381717,N,missing,missing
"""BONBON"" HAIR SALON & SPA, INC.",CORPORATION,NY,571 THIRD AVE,NEW YORK,10016,NY,571 THIRD AVE,NEW YORK,10016,2229527,N,valid,valid
"""BOOKSURPRISES"", INC.",NONPROFIT,NY,38 HILLCREST RD,MOUNT VERNON,10552,,,,,4993043,N,valid,missing
"""BOOMCITI"" LLC",LLC,PA,,,,,353 EAST GLENN RD APT 2,HERSHEY,,4215114,,missing,missing
"""BORGMEYER PROPERTIES, LLC""",LLC,MO,100 N BROADWAY 14TH FL,SAINT LOUIS,63102,,,,,LC0593247,,valid,missing
"""BOSTON SCIENTIFIC CORP""",CORPORATION,DE,300 DESCHUTES WY SW STE 208 MC-CSC1,TUMWATER,98501,MA,300 BOSTON SCIENTIFIC WY,MARLBOROUGH,01752,601050148,N,invalid,valid
"""BOTTLED TEARS MINISTRIES, INC.""",NONPROFIT,FL,1163 FRESHWATER LKS DR,WEST PALM BEACH,33401,FL,1163 FRESHWATER LKS DR,WEST PALM BEACH,33401,N18000012485,N,valid,valid
"""BOUCHELLE ISLAND XIX CONDOMINIUM ASSOCIATION, INC.""",NONPROFIT,FL,507-C HERBERT ST,PORT ORANGE,32129,FL,507-C HERBERT ST,PORT ORANGE,32129,N98000004666,N,valid,valid
"""BOUNCE TUCKER BOUNCE"" LLC",LLC,FL,3509 E 27TH AVE,TAMPA,33605,FL,3509 E 27TH AVE,TAMPA,33605,L20000395749,N,valid,valid
"""BOUT THE SIDES OF IT"" LLC",LLC,GA,2282 SURREY TRL,COLLEGE PARK,30349,GA,2282 SURRREY TRL,ATLANTA,30349,17107243,N,valid,valid
"""BOWMAN MILLING COMPANY, INC.""",CORPORATION,MO,"407 N KINGSHIGHWAY, STE 400",CAPE GIRARDEAU,63701,,,,,00102091,,valid,missing
"""BOX 27 ASSOCIATES"" VOLUNTEER FIRE DEPARTMENT",NONPROFIT,OH,,,,OH,,SPRINGFIELD,,663681,N,missing,missing
"""BOZAD, LLC""",LLC,MT,,,59718,,,,,C160705,N,valid,missing
"""BPER"", LLC",LLC,FL,12840 SOUTHWEST 17TH ST,MIAMI,33175,FL,12840 SOUTHWEST 17TH ST,MIAMI,33175,L20000337211,N,valid,valid
"""BPER1"", INC",CORPORATION,FL,12840 SOUTHWEST 17TH ST,MIAMI,33175,FL,12840 SOUTHWEST 17TH ST,MIAMI,33175,P20000092928,N,valid,valid
"""BRAD K PRODUCTIONS LLC"" (BK PRODUCTIONS LLC)",LLC,CA,,,,,,SPRINGFIELD,,2239754,N,missing,missing
"""BRATVA"" MOTORCYCLE CLUB INC.",NONPROFIT,NY,"445 NEPTUNE AVE, STE 16C",BROOKLYN,11235,,,,,4442767,N,valid,missing
"""BREAD OF THE MIGHTY"" FOOD BANK, INC.",NONPROFIT,FL,7707 SW 19TH PL,GAINESVILLE,32607,FL,325 NW 10 AVE,GAINESVILLE,32601,N19939,N,valid,valid
"""BREAK THE ICE"", LLC",CORPORATION,OH,,,,,,JAMESTOWN,,1399424,N,missing,missing
"""BREAKFAST WITH A PURPOSE"" LLC",CORPORATION,OH,,,,,,EUCLID,,1898184,N,missing,missing
"""BREEZY POINT SOLUTIONS LLC""",LLC,FL,392 NW BREEZY PT LOOP,PORT SAINT LUCIE,34986,FL,402 SHOREVIEW DR,PORT SAINT LUCIE,34986,L20000087843,N,valid,valid
"""BRG MOTIVATIONAL SOLUTIONS, LLC""",CORPORATION,OH,,,,,,DAYTON,,1791895,N,missing,missing
"""BRIARWOOD COMMONS COMMUNITY ASSOCIATION"".",NONPROFIT,PA,,,,,3312 SEVENTH ST,WHITEHALL,,3843019,,missing,missing
"""BRICK GUY"" MASONRY",CORPORATION,PA,8551 UPPR HORSE VLY RD,UPPER STRASBURG,,,8551 UPPR HORSE VLY RD,UPPER STRASBURG,,3826906,,missing,missing
"""BRIGHT BEGINNINGS""",CORPORATION,PA,,,,,2026 ST RD,BENSALEM,,877018,,missing,missing
"""BRIGHTON AUTO BODY""",CORPORATION,PA,,,,,1316 4TH AVE,NEW BRIGHTON,,2108264,,missing,missing
"""BRISLIN BROTHERS""",CORPORATION,PA,,,,,294 SCOTT ST,WILKES-BARRE,,2108307,,missing,missing
"""BROOKDALE GREENS SOCIAL CLUB""",CORPORATION,WA,1911 138TH ST CT E,TACOMA,98445,WA,13702 20TH AVE E,TACOMA,98445,601839716,N,valid,valid
"""BROOKLYN CHICK PRODUCTIONS"" LLC",LLC,NY,1035 THOMPSON DR,BAY SHORE,11706,,,,,3552120,N,valid,missing
"""BROOKLYN'S TEA PARTY"" THE SWEETEST GIRL'S SWEET TEA",DBA,OH,,,,,,BEACHWOOD,,4227153,N,missing,missing
"""BROWN INVESTORS WEALTH MANAGEMENT, LLC""",LLC,GA,3615 LK ESTS WY,ATLANTA,30349,GA,3615 LK ESTS WY,ATLANTA,30349,19166883,N,valid,valid
"""BUCKEYE"" CHEDDAR & CHILI LLC",CORPORATION,OH,,,,,,FAIRBORN,,3859187,N,missing,missing
"""BUCKIN WILD"" RANCH LLC",LLC,FL,6102 PINETREE DR,FORT MEADE,33841,FL,6102 PINETREE DR,FORT MEADE,33841,L18000118232,N,valid,valid
"""BUD'S CLOCK SHOP""",CORPORATION,PA,,,,,,,,2111110,,missing,missing
"""BUD'S FLOOR COVERING""",CORPORATION,PA,,,,,,,,2111468,,missing,missing
"""BUDDIES"" HEAVY EQUIPMENT REPAIR, LLC",LLC,MO,120 W ELVINS BLVD,PARK HILLS,63601,,,,,LC1129470,,valid,missing
"""BUGS OR US"" OF FLAGLER COUNTY, INC.",CORPORATION,FL,PO BOX 354722,PALM COAST,32135,FL,14-8 UTILITY DR,PALM COAST,32137,P06000066091,N,valid,valid
"""BUGS OR US"" TERMITE & PEST CONTROL, CO.",CORPORATION,FL,1301 W BUSCH BLVD,TAMPA,33612,FL,1301 W BUSCH BLVD,TAMPA,33612,V52738,N,valid,valid
"""BUGS"" BURGER BUG KILLERS, INC.",CORPORATION,FL,4373 N BAY RD,MIAMI BEACH,33140,FL,1666 79TH ST CSWY 208,NORTH BAY VILLAGE,33141,P03000085495,N,valid,valid
"""BULLMAN'S""",CORPORATION,PA,,,,,453 NORTHAMPTON ST,EASTON,,2108121,,missing,missing
"""BULLY ME""",DBA,OH,,,,,,CLEVELAND,,3965429,N,missing,missing
"""BUNKY"" REID ALLSTARS BASKETBALL CLUB, INC.",NONPROFIT,NY,158 SWALM ST,WESTBURY,11590,,,,,2082437,N,valid,missing
"""BURCHFIELD ENTERPRISES LLC.""",LLC,WA,7623 TACOMA AVE S,TACOMA,98408,WA,7623 TACOMA AVE S,TACOMA,98408,604081440,N,valid,valid
"""BURGERLAND""",CORPORATION,PA,,,,,300 CATTELL ST,EASTON,,2106417,,missing,missing
"""BURGIEN'S""",CORPORATION,PA,,,,,124 W MARKET ST,WEST CHESTER,,2107393,,missing,missing
"""BURNS WASHER SHOPS""",CORPORATION,PA,,,,,40 N 9TH ST,READING,,2108794,,missing,missing
"""BURTON UNIFORMS""",CORPORATION,PA,,,,,NO 215 SMITHFIELD ST,PITTSBURGH,,2110925,,missing,missing
"""BUS CENTER""",CORPORATION,PA,,,,,,,,2110598,,missing,missing
"""BUSHONG BROS.""",CORPORATION,PA,,,,,PENN GRN FARM WEST GRV RD,PENN TOWNSHIP,,2110814,,missing,missing
"""BUSTY'S CAFE""",CORPORATION,PA,,,,,,,,2108197,,missing,missing
"""BUSY BEE TAVERN""",CORPORATION,PA,,,,,363 HELEN ST,MCKEES ROCKS,,2108170,,missing,missing
"""BUSY BEE""",CORPORATION,PA,,,,,263 N NINTH ST,PHILADELPHIA,,2106862,,missing,missing
"""BUTANA SPORTS, INC.""",CORPORATION,MT,,,59701,MT,21000 E BROWNS GULCH RD,BUTTE,59701,D150828,N,valid,valid
"""BUTCH'S AUTO SALES & SERVICE""",CORPORATION,PA,,,,,,,,2108097,,missing,missing
"""BUTCH'S TAVERN""",CORPORATION,PA,,,,,,,,2108182,,missing,missing
"""BUTCHS CAFE""",CORPORATION,PA,,,,,,,,2108164,,missing,missing
"""BUTLER CONSTRUCTION COMPANY""",CORPORATION,PA,,,,,152 NORTH MAIN ST,BUTLER,,2108108,,missing,missing
"""BUTLER RUG-CLEANERS""",CORPORATION,PA,,,,,718 CTR AVE,BUTLER,,2106891,,missing,missing
"""BUTTE JUNIOR GOLF FOUNDATION""",NONPROFIT,MT,,,59701,,,,,D160143,N,valid,missing
"""BY FOUR GROUP"" LLC",LLC,FL,9734 NW 4TH LN,MIAMI,33172,FL,9734 NW 4TH LN,MIAMI,33172,L17000245316,N,valid,valid
"""BY NICKIE D.""",DBA,OH,,,,,,DAYTON,,4599816,N,missing,missing
"""BY TED, INC.""",CORPORATION,WA,411 NOOKSACK AVE,NOOKSACK,98276,WA,411 NOOKSACK AVE,NOOKSACK,98276,601187748,N,valid,valid
"""BY THE BOOK"" ACCOUNTING, INC.",CORPORATION,WA,3306 48TH ST CT E,TACOMA,98443,WA,3306 48TH ST CT E,TACOMA,98443,601967498,N,valid,valid
"""BY THE GRACE OF GOD'S BARBERSHOP"" LLC.",CORPORATION,OH,,,,,,ATHENS,,1571513,N,missing,missing
"""BY THE SEA"" ARTS & SEAFOOD FESTIVAL",NONPROFIT,AK,413 MINKE LP,COFFMAN COVE,99918,AK,102 DENALI,COFFMAN COVE,99918,10040869,N,valid,valid
"""BYS, INC.""",CORPORATION,FL,"520 BRICKELL KY DR, STE 1606",MIAMI,33131,FL,1800 SE 10TH AVE STE 210,FORT LAUDERDALE,33316,G00873,N,valid,valid
"""C & C CLEANERS""",CORPORATION,PA,,,,,428 17TH ST,ARNOLD,,2111103,,missing,missing
"""C & C GARAGE""",CORPORATION,PA,,,,,8 DIVISION ST,NEW CASTLE,,2112618,,missing,missing
"""C & D ADVERTISING SPECIALTY SERVICE"".",CORPORATION,PA,,,,,400 CHESTNUT ST,COLUMBIA,,2110718,,missing,missing
"""C & R"" NETWORKING & CONNECTIONS LLC",CORPORATION,OH,,,,,,CLEVELAND,,1593549,N,missing,missing
"""C AND D SUPPLY COMPANY""",CORPORATION,PA,,,,,,,,2111279,,missing,missing
"""C AND H MARKET""",CORPORATION,PA,,,,,813 HARRISON ST,NEW CASTLE,,2112778,,missing,missing
"""C O M E T"" INTERNATIONAL L.T.D.",CORPORATION,OH,,,,,,CINCINNATI,,884545,N,missing,missing
"""C P SERVICE""",CORPORATION,PA,,,,,2045 FORSTER ST,HARRISBURG,,2112761,,missing,missing
"""C R S"" COMMERCIAL REPAIR SERVICE LLC",LLC,MT,,,59901,MT,1001 S MAIN ST STE 49,KALISPELL,59901,C279350,N,valid,valid
"""C""",CORPORATION,PA,,,,,2061-63 CHELTEN AVE,PHILADELPHIA,,2109514,,missing,missing
"""C"" & ""C"" OIL CO",CORPORATION,PA,,,,,3462 KENSINGTON AVE,PHILADELPHIA,,2111288,,missing,missing
"""C"" AUTOMOTIVE INC.",CORPORATION,FL,4122 INVERRARY BLVD,LAUDERHILL,33319,FL,90 VERMONT AVE,FORT LAUDERDALE,33312,P21000020234,N,valid,valid
"""C"" BROTHER'S ELECTRIC COMPANY INC.",CORPORATION,NY,97 RUSTIC RD,CENTEREACH,11720,NY,97 RUSTIC RD,CENTEREACH,11720,3028198,N,valid,valid
"""C"" CABLE REALTY, INC.",CORPORATION,OR,,,,OR,PO BOX 65,INDEPENDENCE,97351,55018486,N,missing,valid
"""C"" DITCH COMPANY",NONPROFIT,CO,39355 DAVIS RD,CRAWFORD,81415,CO,39355 DAVIS RD,CRAWFORD,81415,20101274666,N,valid,valid
"""C"" EQUIPMENT",CORPORATION,PA,,,,PA,1403 ARNOLD ST,PITTSBURGH,,2107905,,missing,missing
"""C"" ESKAPE FISHING TACKLE, INC.",CORPORATION,FL,1548 SW 4TH AVE,BOCA RATON,33432,FL,1940 NW BOCA RATON BLVD,BOCA RATON,33432,P19000028294,N,valid,valid
"""C"" FAMILY, INC.",CORPORATION,PA,282 NEW CASTLE RD,BUTLER,16039,,948,HERMAN,16039,2097302,,valid,missing
"""C"" FARMS, INC.",CORPORATION,VA,,,,VA,2519 RDG RD,DANVILLE,24540,01436260,N,missing,valid
"""C"" FOOD CORP.",CORPORATION,NY,134 WEST HLS RD,OFFICER,11787,NY,134 WEST HLS RD,HUNTINGTON STATION,11746,1219549,N,valid,valid
"""C"" LAZY MOOSE R. V. PARK ""LLC""",LLC,AK,10961 RICHARDSON HWY,SALCHA,99714,AK,10961 RICHARDSON HWY 10961 RICHARDSON HWY,SALCHA,99714,10038076,N,valid,valid
"""C"" ME SERVICES, LLC",LLC,CO,1140 SO DL CT,DENVER,80219,CO,1140 SO DL CT,DENVER,80219,20051467076,N,valid,valid
"""C"" MUSIC CORP.",CORPORATION,NY,500 B WEST TER ST,EAST SYRACUSE,13057,NY,500 B WEST TER ST,EAST SYRACUSE,13057,149007,N,valid,valid
"""C"" STEPHENS, INC.",CORPORATION,OH,,,,OH,,DEFIANCE,,393051,N,missing,missing
"""C"" STREET PROPERTIES, INC.",CORPORATION,WA,36 WESTVIEW DR,HOQUIAM,98550,WA,36 WESTVIEW DR,HOQUIAM,98550,602531189,N,valid,valid
"""C"" SUITE CONSULTING LLC",LLC,MO,1028 N KINGSHIGHWAY ST,CAPE GIRARDEAU,63701,,,,,LC001696676,,valid,missing
"""C"" TANG SHRIMP CO.",CORPORATION,PA,,,,,5345 MONTGOMERY AVE,PHILADELPHIA,,2112709,,missing,missing
"""C"" THE DIFFERENCE INC.",CORPORATION,PA,C/O DONALD COURSON 1127 WARREN RD,WEST CHESTER,19382,PA,1127 WARREN RD,WEST CHESTER,,2603170,,valid,missing
"""C"" YOU IN THE MAJOR LEAGUES, LLC",LLC,MO,2900 NE BROOKTREE LNSTE 100,GLADSTONE,64119,,,,,LC001638662,,valid,missing
"""C. & C. CONTRACTING CO.""",CORPORATION,PA,,,,,#836 BEAVER ST,BRISTOL,,2111108,,missing,missing
"""C. & R. SILK MANUFACTURERS""",CORPORATION,PA,,,,,,,,2112791,,missing,missing
"""C. C. C. DISCOUNT COMPANY""",CORPORATION,PA,,,,,506 MCKEAN AVE,CHARLEROI,,2109415,,missing,missing
"""C. COPPOLA, INC.""",CORPORATION,CT,,,,CT,442 ROXBURY RD,STAMFORD,06902,6960,N,missing,valid
"""C. FRANKLIN PROPERTIES, LLC""",LLC,CT,,,,CT,539 PUDDING HL RD,HAMPTON,06247,1183212,N,missing,valid
"""C.A.S.S."" FOR YOUTH AND FAMILY FOUNDATION",NONPROFIT,NY,26302 US RT 11,EVANS MILLS,13637,,,,,2702939,N,valid,missing
"""C.I.G. CUSTOM BUILDERS LLC.""",LLC,FL,375 SW 66TH AVE,MARGATE,33068,FL,4621 NW 195TH ST,OPA LOCKA,33055,L19000093059,N,valid,valid
"""C.I.L."" HOME IMPROVEMENT & RENTAL PROPERTY, LLC.",CORPORATION,OH,,,,,,CINCINNATI,,1542977,N,missing,missing
"""C.R.D."" ENTERPRISES",CORPORATION,PA,,,,,136 S MAIN AVE,SCRANTON,,2110505,,missing,missing
"""CADES C. P. A. SCHOOL- CADES ACCOUNTING SCHOOL""",CORPORATION,PA,,,,,12 S 12TH ST,PHILADELPHIA,,2113030,,missing,missing
"""CADILLAC & LASALLE CLUB, SOUTH FLORIDA REGION, INC.""",NONPROFIT,FL,300 FIFTH AVE SOUTH STE 101-330,NAPLES,34102,FL,3200 NE 36TH ST APT 705,FORT LAUDERDALE,33308,N16000009601,N,valid,valid
"""CADWALLADER ELECTRIC""",CORPORATION,PA,,,,PA,161 PNE ST,PALMYRA,,2113075,,missing,missing
"""CAKELAND""",CORPORATION,PA,,,,,9 N SIXTH ST,INDIANA,,2113108,,missing,missing
"""CALIOSHOMEIMPROVEMENTS LLC",CORPORATION,OH,,,,,,STEUBENVILLE,,4410371,N,missing,missing
"""CALL BRIAN"" SENIOR SERVICES, LLC",LLC,NY,106 HAWTHORNE ST,PORT JEFFERSON,11777,,,,,5180027,N,valid,missing
"""CALL REED"" LLC",LLC,FL,209 NORTH SEACREST CIR,DELRAY BEACH,33444,FL,209 NORTH SEACREST CIR,DELRAY BEACH,33444,L19000297373,N,valid,valid
"""CALL SCOTT""",SOLE PROPRIETORSHIP,WV,,,,,,,,,,missing,missing
"""CAMDEN TERRACE FARMS ASSOCIATION""",NONPROFIT,OH,,,,OH,,COLUMBIA TOWNSHIP,,166931,N,missing,missing
"""CAMPUS RESTAURANT""",CORPORATION,PA,,,,,1641-1645 N BROAD ST,PHILADELPHIA,,2111431,,missing,missing
"""CAN DO"" STREET INC.",CORPORATION,NY,116 W 23RD ST STE 500,NEW YORK,10011,,,,,4634378,N,valid,missing
"""CAN YOU PICTURE THAT"" ENTERPRISES, INC.",CORPORATION,GA,"1460 E FAYETTEVILLE RD RIVERDALE, GA 30296",RIVERDALE,30296,GA,PO BOX 150501,ATLANTA,30315,0447656,N,valid,valid
"""CAN'T TOPP THIS"" HOMEOWNERS ASSOCIATION, INC.",NONPROFIT,FL,327 SOUTH COUNTY HIGWAY 393,SANTA ROSA BEACH,32459,FL,17614 ASHLEY DR,PANAMA CITY BEACH,32413,N17000009604,N,valid,valid
"""CAP ROCK REAL ESTATE SERVICES, INC.""",CORPORATION,FL,12650 WHITEHALL DR,FORT MYERS,33907,FL,12650 WHITEHALL DR,FORT MYERS,33907,P07000002218,N,valid,valid
"""CAPE COD PARTNERS, LLC"".",LLC,CT,,,,CT,11 MAHER AVE,GREENWICH,06830,1149179,N,missing,valid
"""CAPTURE YOUR ASSETS""",CORPORATION,PA,701 FERNHILL AVE,PITTSBURGH,,,701 FERNHILL AVE,PITTSBURGH,,4195379,,missing,missing
"""CAPTURED"" BY LISA",SOLE PROPRIETORSHIP,WV,,,,,,,,,,missing,missing
"""CAPVOY"" CAPTIVATING VOYAGES & DESIGNS LLC",CORPORATION,OH,,,,,,SPRINGFIELD,,2261630,N,missing,missing
"""CARABELLA AT YOUR SERVICE""",CORPORATION,PA,109 CRABTREE CT,VENETIA,,,109 CRABTREE CT,VENETIA,,3981850,,missing,missing
"""CARMEN CARE SERVICE LLC """,LLC,FL,492 B ST,CASSELBERRY,32707,FL,492 B ST,CASSELBERRY,32707,L14000117775,N,valid,valid
"""CARNATION CLEANING LLC""",CORPORATION,OH,,,,,,REYNOLDSBURG,,4517507,N,missing,missing
"""CARVER'S ELECTRIC, PLUMBING & HEATING, INC.""",CORPORATION,OH,,,,OH,,MARIETTA,,301514,N,missing,missing
"""CASA DE"" ADULT DAY CARE",CORPORATION,CO,12500 WEST 58TH AVE UNIT 103,ARVADA,80002,CO,12500 WEST 58TH AVE UNIT 103,ARVADA,80002,20051344076,N,valid,valid
"""CAT SHALOM LLC""",LLC,FL,3555 HENRIETTA PL,SARASOTA,34234,FL,3555 HENRIETTA PL,SARASOTA,34234,L19000277884,N,valid,valid
"""CATATUMBO"", LLC",LLC,FL,18385 NW 12 ST,PEMBROKE PINES,33029,FL,18385 NW 12 ST,PEMBROKE PINES,33029,L20000370657,N,valid,valid
"""CATERING FOR THE SOUL"" - READINGS & FEEDINGS, LLC",LLC,CO,7700 E ARAPAHOE RD STE 220,CENTENNIAL,80112,CO,1300 SOUTH YAMPA WY,AURORA,80017,20101397996,N,valid,valid
"""CAUSE I CAN"" LLC.",LLC,FL,2001 PAR DR,PANAMA CITY,32404,FL,2001 PAR DR,PANAMA CITY,32404,L13000035174,N,valid,valid
"""CBI CONSTRUCTION, LLC""",LLC,MO,9622 SOUTH BROADWAY,SAINT LOUIS,63125,,,,,LC0069175,,valid,missing
